target_contrast_gene_name,naive_suppression,tolerance_suppression,stim_de_genes,stim_downstream,n_cells_target,rest_de_genes,rest_downstream,is_core_essential,is_iei,z_l2,rank
NGLY1,0.4837336111652824,-0.1716549818257791,85,84,145.0,1.0,0.0,False,False,117.07743698279997,1518
PHKA1,0.4836656682782094,0.1309665792586711,1,0,189.0,2.0,2.0,False,False,103.97741999327768,1519
SLC11A2,0.4836344507298431,0.8493058472883201,10,9,280.0,16.0,15.0,False,False,115.50775460252754,1520
C6orf136,0.4833648714384888,0.3455257664919649,1,0,932.0,1.0,0.0,False,False,104.86884040371594,1521
CTSB,0.4832679652538729,0.7716974121554856,2,1,837.0,2.0,1.0,False,False,95.26058732378506,1522
MSANTD2,0.483203232216619,0.6751898424816035,2,1,940.0,1.0,0.0,False,False,91.36670727143424,1523
PLXNC1,0.4831961886812794,0.3549224514611726,1,0,367.0,1.0,0.0,False,False,98.9562126804652,1524
EI24,0.482994460194925,0.1538103273095182,38,37,145.0,119.0,118.0,False,False,111.90402084625735,1525
TMEM175,0.4828089918171023,0.2867646531298009,2,1,511.0,1.0,0.0,False,False,99.27971125083796,1526
MEX3C,0.4824176043540081,0.0757672749352423,2,1,391.0,2.0,1.0,False,False,94.950195977766,1527
ERMP1,0.4823920597607474,0.3127970173246239,7,6,266.0,8.0,7.0,False,False,106.56103769950498,1528
DCAF16,0.4822114548376,0.1546069263936537,4,3,333.0,140.0,139.0,False,False,108.26705776038952,1529
SDHAF2,0.4820616347366281,-0.0382652296838647,2,1,616.0,5.0,4.0,False,False,101.56720903380064,1530
SHLD1,0.4817207979373394,0.60961609768475,384,383,2354.0,285.0,284.0,False,False,139.98479789883976,1531
PPM1D,0.4816768002677407,0.8671595564981034,69,68,586.0,1390.0,1389.0,False,False,122.5319750083061,1532
RAB23,0.4816765278933637,1.00150319202202,7,6,657.0,8.0,7.0,False,False,108.40700496783748,1533
AGPS,0.4815940581234409,0.6194634904516714,2,1,551.0,2.0,1.0,False,False,99.76089043366323,1534
TAX1BP1,0.4814916466567471,0.1453516654634391,3,2,505.0,18.0,17.0,False,False,113.88764590397471,1535
TCEAL8,0.4813774847076364,0.3593144614416562,14,13,413.0,1.0,0.0,False,False,103.38810593583185,1536
LMO4,0.4811571788489029,0.4875562026752866,150,149,38.0,,,False,False,118.24679624985576,1537
TP53I13,0.4809532493690553,-0.3547440679023871,3,2,691.0,5.0,4.0,False,False,98.8813909307447,1538
PATL1,0.4801455199179439,1.1661439607429571,5,4,180.0,166.0,165.0,False,False,108.34366083961582,1539
STAG1,0.4801348710103315,0.4781706346196254,1,0,619.0,22.0,21.0,False,False,103.35583323116028,1540
RAD52,0.4799903469369415,-0.19141688105269,1,0,416.0,0.0,0.0,False,False,93.9322301696964,1541
REEP3,0.4799006929125782,0.5952217553839806,31,30,445.0,8.0,7.0,False,False,119.62802342726653,1542
TMEM184C,0.4798575338304071,0.0318219221547302,2,1,674.0,2.0,1.0,False,False,93.23805767134206,1543
M6PR,0.479019165908796,0.5252959638172441,3,2,1075.0,2.0,1.0,False,False,86.50572534301871,1544
MEGF8,0.4785624859349821,0.7800118012399365,2,1,633.0,0.0,0.0,False,False,104.82058798972328,1545
FPGT,0.4785241236947821,0.8630682323784545,2,1,251.0,2.0,1.0,False,False,105.6966560381145,1546
ARHGAP18,0.4781629484185496,0.506377660861348,2,1,318.0,2.0,1.0,False,False,96.53089091732312,1547
CHFR,0.4781413653853022,-0.1381642237391796,1,0,515.0,1.0,0.0,False,False,95.93266528131376,1548
TMEM256,0.4775031389015897,1.0600229398969443,4,3,541.0,6.0,5.0,False,False,98.27656387495296,1549
CLSTN3,0.477291897231242,-0.252128033284041,3,2,1055.0,2.0,1.0,False,False,106.63570271496144,1550
MANF,0.4767904965950187,0.6466960179953171,31,30,499.0,77.0,76.0,False,False,102.50968857765398,1551
BRF2,0.4763514126962443,0.6218878620480311,1,0,1104.0,1.0,0.0,False,False,87.58152264415297,1552
CTPS2,0.4762325170318057,-0.1784584589226016,4,3,1322.0,2.0,1.0,False,False,115.5349196753121,1553
ZC3H7B,0.4760863412343542,-0.0923628072952475,1,0,519.0,2.0,1.0,False,False,102.942585472601,1554
GNPDA1,0.4760843997649004,0.4982971632499379,1,0,603.0,2.0,1.0,False,False,101.7911309669672,1555
ZNF160,0.4760610034240907,-0.3292651126059722,36,35,1091.0,7.0,6.0,False,False,121.10292348081246,1556
ZDHHC2,0.4757470574073672,0.1610747656818487,1,0,340.0,1.0,0.0,False,False,96.95164983733356,1557
MAPKAPK2,0.4757269649404691,0.306084727924752,5,4,417.0,4.0,3.0,False,False,106.79613766790688,1558
FTL,0.4755500064271127,0.278816734427172,1,0,1801.0,3.0,2.0,False,False,104.08708843917331,1559
ZBTB14,0.4753599542912757,0.914701469350606,211,210,150.0,17.0,16.0,False,False,131.1963846993985,1560
NTMT1,0.4752408442978681,-0.3186880746538685,1,0,504.0,1.0,0.0,False,False,92.8872528694431,1561
CYC1,0.475002280164573,0.2670972205521061,278,277,103.0,66.0,65.0,False,False,129.28509346681622,1562
MED14,0.474875274603689,0.4917891235652412,135,134,140.0,120.0,119.0,False,False,123.37120133262468,1563
TWF1,0.4747504690431374,0.7635038886218946,1,0,823.0,234.0,233.0,False,False,108.43126285212324,1564
INTS15,0.4745799803584007,0.889696371474546,270,269,225.0,30.0,29.0,False,False,131.98611980791594,1565
MRS2,0.4745490876786726,-0.1337400791800307,6,5,1429.0,12.0,11.0,False,False,113.80058630632595,1566
PHF19,0.4745414952289203,-0.1627597222971245,5,4,130.0,143.0,142.0,False,False,110.4396146274766,1567
PER2,0.4743791488486858,0.3958455907894357,1,0,642.0,2.0,1.0,False,False,91.19585034551083,1568
MAN2A1,0.4743500569520626,0.5586085277516801,7,6,629.0,84.0,83.0,False,False,113.69440483300136,1569
RAB7A,0.4743024690306819,0.2657739627366409,1,0,851.0,9.0,8.0,False,False,94.8539162486029,1570
KDM5A,0.4741898007943191,0.0138283391431202,16,15,237.0,4.0,3.0,False,False,106.80995552164374,1571
PHAF1,0.4741585524801144,0.4064136494644999,7,6,354.0,1.0,0.0,False,False,112.92753257648664,1572
SHMT1,0.4741176815028789,0.7745682667853706,6,5,1367.0,2.0,1.0,False,False,120.0320251649166,1573
P4HA2,0.4737244839601834,0.4479169023682026,1,0,448.0,0.0,0.0,False,False,104.197032918511,1574
DDX50,0.4736279530482261,-0.0429988123509616,1,0,569.0,1.0,0.0,False,False,97.6562004939014,1575
DARS1,0.4733748372971958,0.2118645642181369,11,10,103.0,90.0,90.0,False,False,108.828723171778,1576
TGOLN2,0.4732399013794957,0.5313886407494741,2,1,814.0,1.0,0.0,False,False,91.30243420695837,1577
C12orf75,0.4728554474515711,0.010218154576554,5,4,279.0,13.0,12.0,False,False,107.44206841528624,1578
RCCD1,0.4728324144356812,1.264911936465334,16,15,707.0,9.0,8.0,False,False,101.61998868973112,1579
DNAJC7,0.4727872132869447,0.2465074587126388,1,0,479.0,3.0,2.0,False,False,101.4253034160954,1580
HTATSF1,0.4726305001983434,0.4164285285283668,5,4,405.0,2.0,1.0,False,False,107.2811640124335,1581
STRADA,0.472324627100304,-0.1675184194495017,1,0,437.0,1.0,0.0,False,False,99.75963585871332,1582
ACP6,0.4721788599300625,0.3992679717622282,6,5,716.0,8.0,7.0,False,False,100.70017101220022,1583
ZFP1,0.4721777020135951,0.1245184059048837,4,3,929.0,5.0,4.0,False,False,107.42246873583017,1584
CALM3,0.4720933617059013,0.2307588698610612,1,0,597.0,1.0,0.0,False,False,103.81291038022832,1585
PPP4C,0.4716062251926131,0.7919636496113402,43,42,121.0,136.0,135.0,False,False,115.00492034459413,1586
CCDC150,0.4710910015217165,0.1097212374911356,1,0,642.0,3.0,2.0,False,False,94.22710892805566,1587
DHRS3,0.4709714698969139,-0.1124882363002094,4,3,492.0,1.0,1.0,False,False,99.6024330051287,1588
PIK3C2B,0.47094804482422,0.8190294859839792,1,0,352.0,73.0,72.0,False,False,104.23928413775756,1589
RCAN2,0.4708112143563802,-0.1506525405453494,1,0,1083.0,0.0,0.0,False,False,98.95692513121392,1590
SFXN4,0.47035528439904,-0.1118639257191785,4,3,887.0,2.0,1.0,False,False,109.65622379228375,1591
JADE1,0.4700850945413957,0.4626394388910702,1,0,415.0,1.0,0.0,False,False,95.8013436757796,1592
ZER1,0.470074711477183,0.5387058393972031,1,0,749.0,1.0,0.0,False,False,98.62849946679044,1593
ACSM3,0.46994066429158,0.8956805850234973,2,1,1823.0,22.0,22.0,False,False,100.1732276237818,1594
CCDC71,0.4699237338521256,0.1978179094970112,1,0,477.0,1.0,0.0,False,False,102.75185681111265,1595
USP13,0.46969560340408,0.4908399918219515,2,1,614.0,797.0,796.0,False,False,96.35948867729184,1596
SLC35D2,0.4696831828894457,0.5314058462152615,2,1,472.0,89.0,88.0,False,False,107.5629675046124,1597
GPSM2,0.4694348316380128,-0.132354395895286,10,9,248.0,7.0,6.0,False,False,109.39547471666224,1598
UBXN1,0.4693917689767258,-0.3074708412821145,540,539,933.0,4440.0,4439.0,False,False,148.18113015260255,1599
CCDC186,0.4687971782933762,-0.1665938732186395,1,0,765.0,1.0,0.0,False,False,97.24034359522398,1600
NCEH1,0.4684271943219371,-0.0009442214418094,5,4,403.0,3.0,2.0,False,False,104.69217102694311,1601
POMGNT1,0.4682700665504242,0.5029074981313583,3,2,273.0,123.0,122.0,False,False,91.76515196737282,1602
SLC25A28,0.4682449337600596,-0.0615932846392587,142,141,274.0,6.0,5.0,False,False,123.65658100702784,1603
STXBP2,0.4681045207327288,0.7932058787232721,1,0,513.0,1.0,0.0,False,True,98.34624565043087,1604
NDUFB5,0.4679151135058255,0.184747593739292,9,8,422.0,6.0,5.0,False,False,104.21235402650282,1605
CUL7,0.4678809801185999,0.4130035831168041,2,1,305.0,1.0,1.0,False,False,93.23372122997088,1606
RNF115,0.4660534259044023,-0.1132089280670935,8,7,176.0,102.0,101.0,False,False,106.2430458331967,1607
SNX27,0.4659081544932984,0.3942687392895597,4,3,368.0,5.0,4.0,False,False,99.37180449848012,1608
TRAP1,0.4658052988548005,0.6549434773025338,1,0,994.0,1.0,0.0,False,False,93.58250771885386,1609
NADK2,0.4657279558942222,0.3679529328005779,91,90,464.0,12.0,12.0,False,False,125.3103051295472,1610
PPP1R12B,0.4656980477680727,0.9806006130690248,19,18,314.0,5.0,4.0,False,False,114.87653687485114,1611
TBC1D23,0.4653307359993597,0.7186039886112268,5,4,991.0,2.0,1.0,False,False,90.57238055883984,1612
ENGASE,0.4644975497232749,0.1316177473980653,7,6,1580.0,3.0,2.0,False,False,98.057547023572,1613
ICAM1,0.4644933891632121,-0.4131432066705856,5,4,992.0,2.0,1.0,False,False,104.25458563796629,1614
FEM1A,0.4644888208937247,0.376541315493758,6,5,518.0,46.0,45.0,False,False,109.30235052813327,1615
HSDL2,0.4642178021028494,0.0602332622538048,155,154,840.0,56.0,55.0,False,False,123.48403351880246,1616
FBXW5,0.4641360981150076,0.504863922092198,1,0,810.0,5.0,4.0,False,False,99.02932780393326,1617
TLK2,0.4640285008977167,0.2952101110681434,2,1,245.0,0.0,0.0,False,False,105.50172502477268,1618
AKIRIN2,0.463213669958518,0.5611707183392487,16,15,185.0,27.0,26.0,False,False,112.6655959964604,1619
MARCHF7,0.4628913480299191,0.1775289608478963,1,0,369.0,1.0,0.0,False,False,97.03369638993246,1620
MLYCD,0.4628482436503244,-0.9638509662542744,520,519,138.0,178.0,177.0,False,False,138.86819940520007,1621
RAD1,0.4627992437472762,0.8033304077621471,2,1,231.0,5.0,5.0,False,False,102.67030603695969,1622
TEFM,0.4627867413972246,0.4949308266904724,88,87,259.0,30.0,29.0,False,False,124.95573515139334,1623
DCAF12,0.4627432296090138,0.6751800627619505,1,0,431.0,1.0,0.0,False,False,91.86055062257196,1624
CLASP2,0.462690180938717,0.3094751166481009,3,2,274.0,10.0,9.0,False,False,108.73388997420358,1625
ARID1B,0.4626801176571454,-0.0800281270008484,1,0,790.0,1.0,0.0,False,False,98.55948445155272,1626
STARD9,0.4622694979420267,0.686390733451212,3,2,592.0,4.0,3.0,False,False,114.13725784852792,1627
AMN1,0.4621308976123521,0.4090334919607385,1,0,437.0,1.0,0.0,False,False,97.0307607508528,1628
LRPPRC,0.4620706433371954,-0.1552778549676922,1926,1925,197.0,772.0,771.0,False,False,190.7875897394198,1629
HAT1,0.4620642461198377,0.5334948579345372,3,2,700.0,2.0,1.0,False,False,111.8496540537117,1630
S100A6,0.4617733667478081,0.0323855183757524,2,1,147.0,4.0,3.0,False,False,104.89292041404616,1631
PIK3CG,0.4614234470728365,-0.1197618663862976,7,6,319.0,12.0,11.0,False,True,113.37532695095972,1632
SLC30A1,0.4610263155156754,0.0359941032068103,16,15,846.0,13.0,12.0,False,False,119.71664070443327,1633
EMC10,0.4607485726766274,0.4299546230991085,3,2,394.0,2.0,1.0,False,False,99.66837024192768,1634
ZNF571,0.4607380717136687,0.1804754201323687,2,1,2259.0,0.0,0.0,False,False,86.85705057563177,1635
MLLT6,0.4605573757438869,0.5207305658510402,11,10,40.0,2.0,1.0,False,False,106.61346285160174,1636
PLEKHM3,0.459920786055554,0.4488644643983632,1,0,944.0,1.0,0.0,False,False,90.2999056066906,1637
PAPOLA,0.4597049860023453,0.2827126044259072,38,37,423.0,14.0,13.0,True,False,115.78302398753196,1638
PLEKHO2,0.4595116524756152,-0.3962276947725516,2,1,273.0,3.0,2.0,False,False,101.6592935279222,1639
SCAMP3,0.4594850418307225,-0.0341325400111047,3,2,767.0,2.0,1.0,False,False,96.50115804717008,1640
TRIM46,0.4594312968940991,-0.1756114323783645,5,4,339.0,5.0,4.0,False,False,97.81300432212696,1641
PEA15,0.4594276336989183,0.2000020228369618,3,2,310.0,3.0,2.0,False,False,98.76258920935852,1642
IFT57,0.4592090532628549,1.113217422136899,3,2,732.0,3.0,2.0,False,False,98.30701554895931,1643
ANKRD10,0.4592079457061308,0.3351497288773842,5,4,127.0,1.0,0.0,False,False,101.4558008084563,1644
NUBPL,0.4591998508581926,0.1397805701600651,367,366,603.0,1.0,0.0,False,False,136.99735970647856,1645
LYST,0.4591186819630178,-0.1701149674611791,2,1,2251.0,2.0,1.0,False,True,89.38085905270819,1646
MCCC2,0.4589923103337939,0.4921496152567975,5,4,677.0,17.0,16.0,False,False,104.47865195517568,1647
PIK3C2A,0.458906671475543,0.399151409120948,3,2,504.0,1.0,0.0,False,False,90.9781772205246,1648
KMT2E,0.4586490169643902,-0.705814480817239,896,895,222.0,337.0,336.0,False,False,149.22547208226774,1649
MGRN1,0.4582808631423538,0.3312451335890398,2,1,647.0,1.0,0.0,False,False,91.4193065968388,1650
FUT11,0.4581972717364888,-0.081260040534415,1,0,395.0,1.0,0.0,False,False,95.92256057041055,1651
SLC25A26,0.4577334063153797,-0.3138381927598688,203,202,424.0,12.0,11.0,False,False,127.80974166088616,1652
IFT88,0.4574381952708091,0.4579634936835904,1,0,1147.0,2.0,1.0,False,False,97.11549563414444,1653
CDKAL1,0.4574042765589912,0.0887316305453017,8,7,1140.0,10.0,9.0,False,False,100.28463881257956,1654
NUDT9,0.4573454372122749,0.2768456923920611,1,0,575.0,1.0,0.0,False,False,102.87441211641264,1655
DNAJB2,0.456824799437401,0.7472350326185907,2,1,1138.0,4.0,3.0,False,False,101.83781110845972,1656
TARBP1,0.4567504460507807,-0.6479598921721972,1,0,543.0,2.0,1.0,False,False,93.59981107188534,1657
ASB1,0.4565286869974111,-0.0093264382137389,5,4,1044.0,4.0,3.0,False,False,104.83367528351113,1658
METTL5,0.4564733078369861,0.2617237072972118,3,2,770.0,5.0,4.0,False,False,97.28844061838036,1659
GOLPH3L,0.4564522363018439,0.1004610060974284,1,0,639.0,1.0,0.0,False,False,94.54946287932506,1660
ARMH3,0.456369511464618,0.541765171102718,13,12,245.0,116.0,115.0,False,False,113.8765918232815,1661
HDDC2,0.4562262265316383,0.4119358667436051,2,1,1391.0,2.0,1.0,False,False,100.16004627414596,1662
CCNK,0.4560968584289143,0.5174380270385339,368,367,188.0,148.0,147.0,False,False,135.4035717653722,1663
NARF,0.4560100658770002,0.2796000466548769,1,0,492.0,3.0,2.0,False,False,94.9621920669238,1664
ZMYM5,0.4558908671715247,0.8104878828254213,4,3,770.0,1.0,0.0,False,False,94.4286398179729,1665
OBSCN,0.4558291701821247,-0.5771816369092648,3,2,1196.0,2.0,2.0,False,False,97.42528453967287,1666
MAD2L1BP,0.4553851787332928,0.4444717150663055,6,5,148.0,2.0,1.0,False,False,104.79386172005596,1667
PIK3R5,0.4550913066271293,0.0072398282599493,1,0,214.0,5.0,4.0,False,False,100.58401254973,1668
RER1,0.454918660573811,0.2586908610766512,4,3,326.0,1.0,1.0,False,False,97.1445279003771,1669
AASS,0.454226414914353,0.5206820397508178,26,25,416.0,1.0,1.0,False,False,117.3013743430525,1670
FGL2,0.4541261307226015,0.1972073111073257,3,2,1576.0,3.0,2.0,False,False,113.27167709469508,1671
ATXN7L3B,0.4537601835255523,-0.3774958253448653,1,0,1027.0,1.0,0.0,False,False,92.28235832752388,1672
DNPEP,0.4534980177911393,0.4549882569888824,1,0,750.0,4.0,3.0,False,False,107.88205736794993,1673
CRAT,0.4534025641836784,0.2425911077705618,9,8,528.0,2.0,2.0,False,False,104.92451590377188,1674
FAM219B,0.4532705608571589,0.1524802293542454,15,14,730.0,9.0,8.0,False,False,110.55100638595476,1675
APPBP2,0.4531169564745856,0.6691123549319078,24,23,657.0,31.0,30.0,False,False,107.60770284875603,1676
TMEM94,0.4530846225785768,-0.1822126557855807,25,24,708.0,8.0,7.0,False,False,115.65935444774776,1677
IFT56,0.4528930559812832,0.3637998564017002,3,2,332.0,6.0,6.0,False,False,103.19178162204436,1678
SOCS7,0.4527765142034357,0.6120771771805272,6,5,487.0,2.0,1.0,False,False,102.38513758155727,1679
CHMP1A,0.4526879749239964,0.4276739465119042,7,6,364.0,570.0,569.0,False,False,103.1716021352164,1680
CCDC7,0.4526683323621766,-0.2435533038413805,3,2,393.0,3.0,2.0,False,False,103.61186768596534,1681
TAB3,0.4524915971811925,0.450979605621069,3,2,497.0,1.0,0.0,False,False,102.99839689007284,1682
NUDT7,0.4524510832364458,0.2816934856898134,4,3,1831.0,4.0,3.0,False,False,96.9916363994356,1683
ZNF492,0.4523905183667957,0.3055881209366433,11,10,1224.0,9.0,9.0,False,False,104.51103120563371,1684
RFXAP,0.4521309394814666,0.0699866264104571,13,12,461.0,13.0,12.0,False,True,107.40620186835216,1685
TSPAN15,0.4521271853859488,0.3674753594138385,5,4,433.0,6.0,5.0,False,False,103.27364766933124,1686
B4GAT1,0.4518346655293729,0.2239543554840823,2,1,1329.0,2.0,1.0,False,False,97.39390079559568,1687
ELOA,0.4515141477119502,0.4211998454566167,15,14,358.0,4.0,3.0,False,False,111.5447065734625,1688
MB21D2,0.4514612908715148,0.358370370092156,2,1,563.0,3.0,2.0,False,False,96.96125570201454,1689
HOMER2,0.4514212640180952,1.0068049011693474,1,0,820.0,1.0,0.0,False,False,91.8428087649273,1690
EEF1G,0.4508906618450184,-0.2443319251321002,4,3,49.0,,,False,False,105.69279451930554,1691
FASTKD1,0.4504066036929078,-0.1808110284551796,2,1,397.0,2.0,1.0,False,False,97.38832596768805,1692
PIAS3,0.4501157646937953,-0.1704804839583473,1,0,169.0,0.0,0.0,False,False,101.13472572423824,1693
DDAH2,0.4499946598393957,-0.274724244123709,3,2,550.0,6.0,5.0,False,False,97.0655486005999,1694
FAAP20,0.4498047121315853,0.5071840565466226,2,1,162.0,4.0,4.0,False,False,100.28100795739245,1695
MRGBP,0.449759752520962,0.2132515391133215,13,12,230.0,1.0,1.0,False,False,110.57228145997568,1696
GPHN,0.4493177241127005,0.3005422171274829,1,0,881.0,1.0,0.0,False,False,103.67934386783064,1697
ARHGAP45,0.4491749326446962,0.7153282538510845,1,0,563.0,34.0,33.0,False,False,102.25830754039224,1698
TSPO,0.4490903988478475,0.3213069382826019,2,1,1474.0,3.0,2.0,False,False,101.90165835631625,1699
GRAP,0.4486026027971531,0.5639122044495619,8,7,1051.0,71.0,70.0,False,False,108.9577457207532,1700
MACIR,0.4484825658620687,-0.1877040974036258,1,0,438.0,3.0,2.0,False,False,97.07367517928776,1701
DHX9,0.4484481903933211,0.7331942553147318,188,187,133.0,141.0,140.0,False,False,127.76484410846145,1702
ERCC5,0.447903084924414,0.2537202157777181,1,0,565.0,1.0,0.0,False,False,100.16435960416273,1703
GPR107,0.4478014423427355,-0.5618111561595902,11,10,600.0,8.0,7.0,False,False,101.4410706607116,1704
DYRK4,0.4474462503826737,-0.2292638267305692,5,4,838.0,1.0,0.0,False,False,105.13919737474572,1705
SVIP,0.4472416004317249,-0.0522980878277639,1,0,492.0,1.0,0.0,False,False,97.60448458132026,1706
MORF4L2,0.4469598166109041,-0.0044826161763935,10,9,427.0,1.0,0.0,False,False,112.22477985575809,1707
SEC61A2,0.446815889137778,0.4624531009458889,4,3,349.0,3.0,2.0,False,False,99.55162544162968,1708
ZFAND1,0.4466487244235925,0.2599869845666392,3,2,1051.0,1.0,0.0,False,False,93.86663217980558,1709
WDFY2,0.4464760515187495,0.3131765015804122,1,0,414.0,2.0,1.0,False,False,93.38124588993294,1710
RAB37,0.4464264212656502,0.0175117872365548,1,0,316.0,1.0,0.0,False,False,94.46298203356328,1711
MXRA7,0.4462665718751585,0.5807198900717206,4,3,734.0,2.0,2.0,False,False,105.9844416034723,1712
CDKN2C,0.4461002312477402,0.2917954923700379,1,0,554.0,3.0,2.0,False,False,100.41569329922096,1713
BLOC1S4,0.4460191116913516,0.4659642952254388,4,3,301.0,2.0,1.0,False,False,102.9706718416819,1714
SH3GL1,0.4458732822331798,0.4131437296698642,171,170,122.0,325.0,324.0,False,False,122.76200685704556,1715
PHGDH,0.4455971761494767,1.1654918002035848,1,0,937.0,1.0,0.0,False,False,94.31643506538651,1716
SMARCAD1,0.4455452425614159,-0.2187374592567451,2,1,385.0,2.0,1.0,False,False,103.5334384489681,1717
UBE2A,0.4454420302023085,0.4618356863545472,1,0,163.0,1.0,0.0,False,False,102.19680480488782,1718
CLCN3,0.4451270270062506,-0.0879178794581418,1,0,792.0,1.0,0.0,False,False,92.75107579128994,1719
GPATCH2,0.4447990652755832,-0.0143472187166136,1,0,457.0,2.0,1.0,False,False,105.18989624593888,1720
